"account_id";"district_id";"frequency";"date";"district_name";"region";"Inhabitants";"Municipalities499";"Municipalities500_1999";"Municipalities2000_9999";"Municipalities10000";"Cities";"Ratio_of_urban _Inh";"Avg_Salary";"Unemploymant_Rate95";"Unemploymant_Rate96";"Enterpreuners";"Commited_Crimes95";"Commited_Crimes96";"All"
194;44;"Monthly Issuance";960801;"Chrudim";"east Bohemia";105606;77;26;7;2;7;53.0;8254;2.79;3.76;97;2166;2325;"ALL"
195;70;"Monthly Issuance";970227;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108;"ALL"
196;4;"Monthly Issuance";931114;"Kladno";"central Bohemia";149893;63;29;6;2;6;67.4;9753;4.64;5.05;109;5244;5892;"ALL"
197;1;"Monthly Issuance";930225;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
198;70;"Monthly Issuance";931025;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108;"ALL"
199;70;"Monthly Issuance";961026;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108;"ALL"
200;17;"Monthly Issuance";940703;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;61.4;8114;2.38;2.62;119;1003;1181;"ALL"
201;63;"Monthly Issuance";941102;"Vyskov";"south Moravia";86513;38;36;5;1;5;50.5;8288;3.79;4.52;110;1562;1460;"ALL"
204;67;"Monthly Issuance";960113;"Bruntal";"north Moravia";106054;38;25;6;2;6;63.1;8110;5.77;6.55;109;3244;3079;"ALL"
205;1;"Monthly Issuance";971008;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
206;61;"Monthly Issuance";950408;"Trebic";"south Moravia";117897;139;28;5;1;6;53.8;8814;4.76;5.74;107;2112;2059;"ALL"
207;2;"Monthly Issuance";930725;"Benesov";"central Bohemia";88884;80;26;6;2;5;46.7;8507;1.67;1.85;132;2159;2674;"ALL"
208;54;"Monthly Issuance";960327;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696;"ALL"
209;37;"Monthly Issuance";961124;"Litomerice";"north Bohemia";114006;71;26;6;2;9;62.3;9065;4.46;5.39;123;4147;4166;"ALL"
210;48;"Monthly Issuance";960317;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;59.0;9060;1.78;2.44;124;1655;1717;"ALL"
211;28;"Monthly Issuance";970719;"Plzen - sever";"west Bohemia";72541;66;26;10;0;8;36.9;8594;1.62;2.01;112;1580;1525;"ALL"
212;27;"Weekly Issuance";930120;"Plzen - jih";"west Bohemia";67298;71;19;10;0;7;43.8;8561;0.65;1.29;110;1029;1127;"ALL"
213;73;"Monthly Issuance";950829;"Opava";"north Moravia";182027;17;49;12;2;7;56.4;8746;3.33;3.74;90;4355;4433;"ALL"
214;22;"Monthly Issuance";970309;"Domazlice";"west Bohemia";58400;65;16;4;1;6;52.4;8620;1.1;1.25;100;1089;1117;"ALL"
215;31;"Monthly Issuance";971125;"Tachov";"west Bohemia";51313;34;12;3;1;4;59.2;8930;3.52;4.2;108;1328;1452;"ALL"
216;38;"Monthly Issuance";940516;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;7.08;8.23;104;2653;2822;"ALL"
217;77;"Monthly Issuance";950120;"Vsetin";"north Moravia";148545;8;35;12;3;4;53.5;8909;4.01;5.56;113;3460;3590;"ALL"
218;68;"Monthly Issuance";960206;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887;"ALL"
219;28;"Monthly Issuance";950906;"Plzen - sever";"west Bohemia";72541;66;26;10;0;8;36.9;8594;1.62;2.01;112;1580;1525;"ALL"
220;72;"Monthly Issuance";930409;"Olomouc";"north Moravia";226122;32;50;7;4;4;62.6;8994;3.8;4.79;110;9672;9208;"ALL"
221;19;"Monthly Issuance";961030;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;3.13;3.98;120;999;1099;"ALL"
222;37;"Monthly Issuance";930315;"Litomerice";"north Bohemia";114006;71;26;6;2;9;62.3;9065;4.46;5.39;123;4147;4166;"ALL"
223;39;"Monthly Issuance";950613;"Most";"north Bohemia";119895;17;4;3;2;4;89.9;10446;7.34;9.4;90;4947;4743;"ALL"
224;15;"Monthly Issuance";961027;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;3.13;3.6;124;1845;1879;"ALL"
225;1;"Monthly Issuance";930728;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
226;70;"Monthly Issuance";970223;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108;"ALL"
227;27;"Monthly Issuance";950328;"Plzen - jih";"west Bohemia";67298;71;19;10;0;7;43.8;8561;0.65;1.29;110;1029;1127;"ALL"
228;5;"Monthly Issuance";930928;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;3.85;4.43;118;2616;3040;"ALL"
229;1;"Monthly Issuance";970607;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
230;1;"Monthly Issuance";960226;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
231;22;"Monthly Issuance";950403;"Domazlice";"west Bohemia";58400;65;16;4;1;6;52.4;8620;1.1;1.25;100;1089;1117;"ALL"
232;45;"Monthly Issuance";971129;"Jicin";"east Bohemia";77917;85;19;6;1;5;53.5;8390;2.28;2.89;132;2080;2122;"ALL"
234;73;"Monthly Issuance";930715;"Opava";"north Moravia";182027;17;49;12;2;7;56.4;8746;3.33;3.74;90;4355;4433;"ALL"
235;41;"Monthly Issuance";931006;"Usti nad Labem";"north Bohemia";118650;8;8;5;1;3;85.6;9832;3.32;4.48;114;6445;5471;"ALL"
236;72;"Monthly Issuance";960316;"Olomouc";"north Moravia";226122;32;50;7;4;4;62.6;8994;3.8;4.79;110;9672;9208;"ALL"
237;50;"Monthly Issuance";940325;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;4.83;5.45;94;2123;2134;"ALL"
238;6;"Monthly Issuance";930815;"Kutna Hora";"central Bohemia";77963;60;23;4;2;4;51.5;8546;2.95;4.02;126;2640;3120;"ALL"
239;69;"Weekly Issuance";930301;"Jesenik";"north Moravia";42821;4;13;5;1;3;48.4;8173;0.0;7.01;124;0;1358;"ALL"
240;72;"Monthly Issuance";970428;"Olomouc";"north Moravia";226122;32;50;7;4;4;62.6;8994;3.8;4.79;110;9672;9208;"ALL"
241;15;"Monthly Issuance";960929;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;3.13;3.6;124;1845;1879;"ALL"
242;69;"Monthly Issuance";960829;"Jesenik";"north Moravia";42821;4;13;5;1;3;48.4;8173;0.0;7.01;124;0;1358;"ALL"
243;55;"Weekly Issuance";931106;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;1.88;2.43;111;3659;3894;"ALL"
244;24;"Monthly Issuance";930208;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;1.39;2.01;128;5198;5273;"ALL"
245;65;"Monthly Issuance";931125;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;5.74;5.72;105;2157;2718;"ALL"
246;65;"Monthly Issuance";971220;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;5.74;5.72;105;2157;2718;"ALL"
248;1;"Monthly Issuance";950402;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
249;28;"Monthly Issuance";961203;"Plzen - sever";"west Bohemia";72541;66;26;10;0;8;36.9;8594;1.62;2.01;112;1580;1525;"ALL"
250;56;"Monthly Issuance";970510;"Breclav";"south Moravia";124605;11;42;14;1;8;46.0;8772;4.69;4.98;126;2854;3158;"ALL"
251;74;"Monthly Issuance";960406;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347;"ALL"
252;19;"Monthly Issuance";961226;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;3.13;3.98;120;999;1099;"ALL"
253;46;"Monthly Issuance";951205;"Nachod";"east Bohemia";112709;48;20;7;3;10;73.5;8369;1.79;2.31;117;2854;2618;"ALL"
255;68;"Monthly Issuance";961103;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887;"ALL"
256;37;"Monthly Issuance";950514;"Litomerice";"north Bohemia";114006;71;26;6;2;9;62.3;9065;4.46;5.39;123;4147;4166;"ALL"
257;11;"Monthly Issuance";951105;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;0.45;0.59;154;3475;3529;"ALL"
258;64;"Monthly Issuance";970709;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;1.6;2.31;145;4484;4265;"ALL"
259;2;"Monthly Issuance";931028;"Benesov";"central Bohemia";88884;80;26;6;2;5;46.7;8507;1.67;1.85;132;2159;2674;"ALL"
260;24;"Monthly Issuance";951014;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;1.39;2.01;128;5198;5273;"ALL"
261;54;"Monthly Issuance";961007;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696;"ALL"
262;75;"Monthly Issuance";960127;"Prerov";"north Moravia";138032;67;30;4;2;5;64.6;8819;5.38;5.66;99;4063;4505;"ALL"
263;64;"Weekly Issuance";970103;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;1.6;2.31;145;4484;4265;"ALL"
264;15;"Monthly Issuance";960209;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;3.13;3.6;124;1845;1879;"ALL"
265;19;"Monthly Issuance";960705;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;3.13;3.98;120;999;1099;"ALL"
266;47;"Monthly Issuance";940511;"Pardubice";"east Bohemia";162580;83;26;5;1;6;72.8;9538;1.51;1.81;111;6079;5410;"ALL"
267;38;"Monthly Issuance";950426;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;7.08;8.23;104;2653;2822;"ALL"
268;3;"Monthly Issuance";960529;"Beroun";"central Bohemia";75232;55;26;4;1;5;41.7;8980;1.95;2.21;111;2824;2813;"ALL"
269;3;"Monthly Issuance";960830;"Beroun";"central Bohemia";75232;55;26;4;1;5;41.7;8980;1.95;2.21;111;2824;2813;"ALL"
270;27;"Monthly Issuance";950123;"Plzen - jih";"west Bohemia";67298;71;19;10;0;7;43.8;8561;0.65;1.29;110;1029;1127;"ALL"
271;1;"Monthly Issuance";960813;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
272;11;"Monthly Issuance";961023;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;0.45;0.59;154;3475;3529;"ALL"
273;24;"Issuance After Transaction";930711;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;1.39;2.01;128;5198;5273;"ALL"
274;76;"Monthly Issuance";930820;"Sumperk";"north Moravia";127369;31;32;13;2;7;51.2;8369;4.73;5.88;107;3736;2807;"ALL"
275;29;"Monthly Issuance";960102;"Rokycany";"west Bohemia";45714;52;10;5;1;6;55.6;8843;2.82;3.6;113;818;888;"ALL"
276;38;"Monthly Issuance";971208;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;7.08;8.23;104;2653;2822;"ALL"
277;32;"Issuance After Transaction";940501;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;2.8;3.22;118;4340;4505;"ALL"
278;73;"Monthly Issuance";960408;"Opava";"north Moravia";182027;17;49;12;2;7;56.4;8746;3.33;3.74;90;4355;4433;"ALL"
279;39;"Monthly Issuance";930414;"Most";"north Bohemia";119895;17;4;3;2;4;89.9;10446;7.34;9.4;90;4947;4743;"ALL"
280;25;"Monthly Issuance";930123;"Klatovy";"west Bohemia";88757;60;33;3;2;10;61.7;8554;2.47;2.68;113;1822;2218;"ALL"
281;1;"Monthly Issuance";961027;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
282;69;"Monthly Issuance";970512;"Jesenik";"north Moravia";42821;4;13;5;1;3;48.4;8173;0.0;7.01;124;0;1358;"ALL"
283;44;"Monthly Issuance";960418;"Chrudim";"east Bohemia";105606;77;26;7;2;7;53.0;8254;2.79;3.76;97;2166;2325;"ALL"
284;54;"Monthly Issuance";970718;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696;"ALL"
285;17;"Monthly Issuance";950508;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;61.4;8114;2.38;2.62;119;1003;1181;"ALL"
286;71;"Monthly Issuance";960327;"Novy Jicin";"north Moravia";161227;5;35;11;4;10;69.7;8678;5.93;5.57;102;4980;4595;"ALL"
287;16;"Monthly Issuance";931027;"Jindrichuv Hradec";"south Bohemia";93931;74;21;10;1;8;56.9;8427;1.12;1.54;107;1874;1913;"ALL"
288;25;"Monthly Issuance";950318;"Klatovy";"west Bohemia";88757;60;33;3;2;10;61.7;8554;2.47;2.68;113;1822;2218;"ALL"
289;1;"Monthly Issuance";940317;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
290;56;"Monthly Issuance";931202;"Breclav";"south Moravia";124605;11;42;14;1;8;46.0;8772;4.69;4.98;126;2854;3158;"ALL"
291;7;"Monthly Issuance";970608;"Melnik";"central Bohemia";94725;38;28;1;3;6;63.4;9920;2.26;2.87;130;4289;4846;"ALL"
292;49;"Monthly Issuance";970226;"Semily";"east Bohemia";75685;31;28;5;1;9;60.8;8208;1.89;2.26;155;1660;2123;"ALL"
293;1;"Monthly Issuance";970504;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
294;7;"Monthly Issuance";970105;"Melnik";"central Bohemia";94725;38;28;1;3;6;63.4;9920;2.26;2.87;130;4289;4846;"ALL"
295;66;"Monthly Issuance";971123;"Zdar nad Sazavou";"south Moravia";125832;151;41;2;3;5;48.3;8512;3.51;4.12;102;2247;2103;"ALL"
296;49;"Monthly Issuance";960214;"Semily";"east Bohemia";75685;31;28;5;1;9;60.8;8208;1.89;2.26;155;1660;2123;"ALL"
297;74;"Monthly Issuance";960908;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347;"ALL"
298;35;"Monthly Issuance";971202;"Jablonec n. Nisou";"north Bohemia";88768;10;18;5;1;7;80.5;8867;1.02;1.21;130;3384;3620;"ALL"
299;77;"Monthly Issuance";930405;"Vsetin";"north Moravia";148545;8;35;12;3;4;53.5;8909;4.01;5.56;113;3460;3590;"ALL"
300;1;"Monthly Issuance";930623;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
301;60;"Monthly Issuance";950910;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;3.45;4.48;115;1879;2252;"ALL"
302;7;"Monthly Issuance";960509;"Melnik";"central Bohemia";94725;38;28;1;3;6;63.4;9920;2.26;2.87;130;4289;4846;"ALL"
303;71;"Monthly Issuance";960725;"Novy Jicin";"north Moravia";161227;5;35;11;4;10;69.7;8678;5.93;5.57;102;4980;4595;"ALL"
304;4;"Monthly Issuance";970320;"Kladno";"central Bohemia";149893;63;29;6;2;6;67.4;9753;4.64;5.05;109;5244;5892;"ALL"
305;34;"Monthly Issuance";961018;"Chomutov";"north Bohemia";125236;28;11;1;4;5;87.7;9675;6.43;7.68;100;5323;5190;"ALL"
306;16;"Monthly Issuance";930608;"Jindrichuv Hradec";"south Bohemia";93931;74;21;10;1;8;56.9;8427;1.12;1.54;107;1874;1913;"ALL"
307;26;"Monthly Issuance";970807;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;100.0;10787;2.64;3.09;131;6041;6261;"ALL"
308;61;"Monthly Issuance";951016;"Trebic";"south Moravia";117897;139;28;5;1;6;53.8;8814;4.76;5.74;107;2112;2059;"ALL"
309;14;"Monthly Issuance";970425;"Ceske Budejovice";"south Bohemia";177686;69;27;10;1;9;74.8;10045;1.42;1.71;135;6604;6295;"ALL"
311;50;"Monthly Issuance";970808;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;4.83;5.45;94;2123;2134;"ALL"
312;41;"Monthly Issuance";960103;"Usti nad Labem";"north Bohemia";118650;8;8;5;1;3;85.6;9832;3.32;4.48;114;6445;5471;"ALL"
313;73;"Monthly Issuance";960706;"Opava";"north Moravia";182027;17;49;12;2;7;56.4;8746;3.33;3.74;90;4355;4433;"ALL"
314;15;"Issuance After Transaction";960126;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;3.13;3.6;124;1845;1879;"ALL"
315;45;"Monthly Issuance";971208;"Jicin";"east Bohemia";77917;85;19;6;1;5;53.5;8390;2.28;2.89;132;2080;2122;"ALL"
316;62;"Monthly Issuance";970508;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;40.7;8544;1.29;1.86;109;2719;2906;"ALL"
317;76;"Monthly Issuance";930310;"Sumperk";"north Moravia";127369;31;32;13;2;7;51.2;8369;4.73;5.88;107;3736;2807;"ALL"
318;36;"Monthly Issuance";940916;"Liberec";"north Bohemia";159617;29;19;8;1;9;85.2;9198;3.33;4.28;131;5796;6132;"ALL"
319;47;"Weekly Issuance";951017;"Pardubice";"east Bohemia";162580;83;26;5;1;6;72.8;9538;1.51;1.81;111;6079;5410;"ALL"
320;47;"Monthly Issuance";970123;"Pardubice";"east Bohemia";162580;83;26;5;1;6;72.8;9538;1.51;1.81;111;6079;5410;"ALL"
321;47;"Monthly Issuance";931111;"Pardubice";"east Bohemia";162580;83;26;5;1;6;72.8;9538;1.51;1.81;111;6079;5410;"ALL"
322;1;"Monthly Issuance";930220;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
323;52;"Monthly Issuance";970223;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;61.9;8363;2.52;3.49;108;2564;2799;"ALL"
324;1;"Monthly Issuance";960823;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
325;75;"Monthly Issuance";961006;"Prerov";"north Moravia";138032;67;30;4;2;5;64.6;8819;5.38;5.66;99;4063;4505;"ALL"
326;61;"Monthly Issuance";970806;"Trebic";"south Moravia";117897;139;28;5;1;6;53.8;8814;4.76;5.74;107;2112;2059;"ALL"
327;54;"Monthly Issuance";930602;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696;"ALL"
328;1;"Monthly Issuance";970918;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
329;3;"Monthly Issuance";961019;"Beroun";"central Bohemia";75232;55;26;4;1;5;41.7;8980;1.95;2.21;111;2824;2813;"ALL"
330;42;"Monthly Issuance";961124;"Havlickuv Brod";"east Bohemia";95907;87;25;5;2;7;59.1;8388;2.41;2.94;87;1658;1668;"ALL"
331;65;"Monthly Issuance";951002;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;5.74;5.72;105;2157;2718;"ALL"
332;36;"Monthly Issuance";960112;"Liberec";"north Bohemia";159617;29;19;8;1;9;85.2;9198;3.33;4.28;131;5796;6132;"ALL"
333;73;"Monthly Issuance";961223;"Opava";"north Moravia";182027;17;49;12;2;7;56.4;8746;3.33;3.74;90;4355;4433;"ALL"
334;1;"Monthly Issuance";930524;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
335;74;"Monthly Issuance";960120;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347;"ALL"
336;62;"Monthly Issuance";951016;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;40.7;8544;1.29;1.86;109;2719;2906;"ALL"
337;17;"Monthly Issuance";951125;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;61.4;8114;2.38;2.62;119;1003;1181;"ALL"
338;49;"Monthly Issuance";951118;"Semily";"east Bohemia";75685;31;28;5;1;9;60.8;8208;1.89;2.26;155;1660;2123;"ALL"
339;46;"Weekly Issuance";960911;"Nachod";"east Bohemia";112709;48;20;7;3;10;73.5;8369;1.79;2.31;117;2854;2618;"ALL"
340;1;"Monthly Issuance";931103;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
341;28;"Monthly Issuance";961119;"Plzen - sever";"west Bohemia";72541;66;26;10;0;8;36.9;8594;1.62;2.01;112;1580;1525;"ALL"
342;64;"Monthly Issuance";961013;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;1.6;2.31;145;4484;4265;"ALL"
343;18;"Monthly Issuance";940426;"Pisek";"south Bohemia";70699;60;13;2;1;4;65.3;8968;2.83;3.35;131;1740;1910;"ALL"
344;54;"Monthly Issuance";931201;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696;"ALL"
345;5;"Monthly Issuance";931120;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;3.85;4.43;118;2616;3040;"ALL"
346;37;"Monthly Issuance";930111;"Litomerice";"north Bohemia";114006;71;26;6;2;9;62.3;9065;4.46;5.39;123;4147;4166;"ALL"
347;65;"Monthly Issuance";931213;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;5.74;5.72;105;2157;2718;"ALL"
348;25;"Monthly Issuance";951115;"Klatovy";"west Bohemia";88757;60;33;3;2;10;61.7;8554;2.47;2.68;113;1822;2218;"ALL"
349;72;"Monthly Issuance";970608;"Olomouc";"north Moravia";226122;32;50;7;4;4;62.6;8994;3.8;4.79;110;9672;9208;"ALL"
350;47;"Monthly Issuance";961013;"Pardubice";"east Bohemia";162580;83;26;5;1;6;72.8;9538;1.51;1.81;111;6079;5410;"ALL"
351;50;"Monthly Issuance";970217;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;4.83;5.45;94;2123;2134;"ALL"
352;39;"Monthly Issuance";940704;"Most";"north Bohemia";119895;17;4;3;2;4;89.9;10446;7.34;9.4;90;4947;4743;"ALL"
353;24;"Monthly Issuance";950830;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;1.39;2.01;128;5198;5273;"ALL"
354;59;"Monthly Issuance";931028;"Kromeriz";"south Moravia";108871;41;29;7;2;6;62.1;8444;3.24;3.47;106;2595;2305;"ALL"
355;62;"Weekly Issuance";960201;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;40.7;8544;1.29;1.86;109;2719;2906;"ALL"
356;70;"Monthly Issuance";960312;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108;"ALL"
357;20;"Monthly Issuance";960310;"Strakonice";"south Bohemia";70646;94;14;3;1;4;58.4;8547;2.65;3.64;120;1563;1542;"ALL"
358;12;"Monthly Issuance";931209;"Pribram";"central Bohemia";107870;84;29;6;1;6;58.0;8754;3.83;4.31;137;3804;3868;"ALL"
359;11;"Monthly Issuance";941211;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;0.45;0.59;154;3475;3529;"ALL"
360;32;"Monthly Issuance";960514;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;2.8;3.22;118;4340;4505;"ALL"
361;51;"Monthly Issuance";930227;"Trutnov";"east Bohemia";121947;37;28;7;3;11;70.5;8541;2.51;2.97;131;3496;3839;"ALL"
362;15;"Monthly Issuance";930404;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;3.13;3.6;124;1845;1879;"ALL"
363;1;"Monthly Issuance";940506;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
364;1;"Monthly Issuance";970120;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
365;74;"Monthly Issuance";931212;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347;"ALL"
366;1;"Monthly Issuance";961023;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
367;23;"Monthly Issuance";970509;"Cheb";"west Bohemia";87419;21;11;4;3;9;85.5;8624;1.79;2.66;102;2879;3198;"ALL"
368;77;"Monthly Issuance";930706;"Vsetin";"north Moravia";148545;8;35;12;3;4;53.5;8909;4.01;5.56;113;3460;3590;"ALL"
370;25;"Monthly Issuance";940218;"Klatovy";"west Bohemia";88757;60;33;3;2;10;61.7;8554;2.47;2.68;113;1822;2218;"ALL"
371;12;"Monthly Issuance";960802;"Pribram";"central Bohemia";107870;84;29;6;1;6;58.0;8754;3.83;4.31;137;3804;3868;"ALL"
372;55;"Monthly Issuance";950910;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;1.88;2.43;111;3659;3894;"ALL"
373;67;"Monthly Issuance";960620;"Bruntal";"north Moravia";106054;38;25;6;2;6;63.1;8110;5.77;6.55;109;3244;3079;"ALL"
374;38;"Monthly Issuance";930109;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;7.08;8.23;104;2653;2822;"ALL"
375;68;"Monthly Issuance";960607;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887;"ALL"
376;25;"Monthly Issuance";950305;"Klatovy";"west Bohemia";88757;60;33;3;2;10;61.7;8554;2.47;2.68;113;1822;2218;"ALL"
377;70;"Monthly Issuance";940819;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108;"ALL"
378;68;"Monthly Issuance";960722;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887;"ALL"
379;32;"Monthly Issuance";960518;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;2.8;3.22;118;4340;4505;"ALL"
381;68;"Monthly Issuance";930704;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887;"ALL"
382;14;"Monthly Issuance";960816;"Ceske Budejovice";"south Bohemia";177686;69;27;10;1;9;74.8;10045;1.42;1.71;135;6604;6295;"ALL"
383;38;"Monthly Issuance";970515;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;7.08;8.23;104;2653;2822;"ALL"
384;24;"Weekly Issuance";970914;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;1.39;2.01;128;5198;5273;"ALL"
385;5;"Monthly Issuance";930407;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;3.85;4.43;118;2616;3040;"ALL"
386;1;"Monthly Issuance";970811;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107;"ALL"
